dimension_id,KEY,NAME,parent_key,ISCALCULATED,C_CODE
OBJ7279029,28168289,BOISSONS NON ALCOOLISEES CONSOMMEES  A DOMICILE,28168199,,1911
OBJ7279029,28168299,Eau minérale,28168199,,1912
OBJ7279029,28168309,Boisson gazeuse,28168199,,1913
OBJ7279029,28168319,"Boisson non gazeuse sucré (sirop, essence pour sirop…)",28168199,,1914
OBJ7279029,28168329,Jus de fruits (en bouteille tetrabrik…),28168199,,1915
OBJ7279029,28168339,Jus de légumes,28168199,,1916
OBJ7279029,28168349,Boisson infusion,28168199,,1917
OBJ7279029,28168359,Legmi doux,28168199,,1918
OBJ7279029,28168369,Boisson énergitique,28168199,,1919
OBJ7279029,28168379,Autres boissons,28168199,,
OBJ7279029,28168389,PLATS CUISINES OU LIVRES A DOMICILE,28168199,,1921
OBJ7279029,28168399,Pizza à domicile,28168389,,1922
OBJ7279029,28168409,Poulet à emporter,28168389,,1929
OBJ7279029,28168419,Autres plats cuisinés ou livrés à domicile,28168389,,
OBJ7279029,28168429,AUTRES PRODUITS ALIMENTAIRES,28168199,,11171
OBJ7279029,28168439,Pâtisserie,28168429,,11172
OBJ7279029,28168449,Bol de sorgho,28168429,,11173
OBJ7279029,28168459,Crêpe,28168429,,11174
OBJ7279029,28168469,Beignet,28168429,,11175
OBJ7279029,28168479,"Fricassé, pâté",28168429,,11176
OBJ7279029,28168489,Pizza,28168429,,11177
OBJ7279029,28168499,Brik,28168429,,11178
OBJ7279029,28168509,"Glace, gervais, thelja",28168429,,11179
OBJ7279029,28168519,"Chips, pomme de terre frite",28168429,,
OBJ7279029,28168529,NOIX ET AUTRES,28168199,,1981
OBJ7279029,28168539,Graines de tournesol et de courge,28168529,,1982
OBJ7279029,28168549,Pois chiche grillé,28168529,,1983
OBJ7279029,28168559,"Amandes grillées, noix acajoux",28168529,,1984
OBJ7279029,28168569,Arachides grillées (cacahouète),28168529,,1985
OBJ7279029,28168579,"Noix, noisettes, pistache, pignon",28168529,,1989
OBJ7279029,28168589,"Kaki, maïs grillé, pop-corn",28168529,,1999
OBJ7279029,28168599,Dépenses alimentaires exceptionelles non ventilées,28168529,,
OBJ7279029,28168609,SERVICES  RELATIFS AUX PRODUITS ALIMENTAIRES,28164559,,1091
OBJ7279029,28168619,"Frais de mouture (blé, orge, sorgho, condiments…)",28168609,,1092
OBJ7279029,28168629,Frais de cuisson pour pain,28168609,,1093
OBJ7279029,28168639,Frais de cuisson pour gâteau ; maison,28168609,,1094
OBJ7279029,28168649,Frais de cuisson pour autres produits alimentaires,28168609,,1095
OBJ7279029,28168659,Frais pour égorger (aiguisage des couteaux),28168609,,1099
OBJ7279029,28168669,Autres services relatifs aux produits alimentaires (Oula),28168609,,
OBJ7279029,28168679,"BOISSONS ALCOOLISEES, TABAC ET STUPEFIANTS",,,
OBJ7279029,28168689,BOISSONS ALCOOLISEES,28168679,,
OBJ7279029,28168699,BOISSONS ALCOOLISEES CONSOMMEES  A DOMICILE,28168689,,2111
OBJ7279029,28168709,Bière,28168699,,2112
OBJ7279029,28168719,Vin,28168699,,2113
OBJ7279029,28168729,Liqueur,28168699,,2114
OBJ7279029,28168739,Legmi fermenté,28168699,,2119
OBJ7279029,28168749,Boissons alcoolisées sans indications,28168699,,
OBJ7279029,28168759,BOISSONS ALCOOLISEES prises à l'extérieur,28168689,,2121
OBJ7279029,28168769,Bière au bar,28168759,,2122
OBJ7279029,28168779,Vin  au bar,28168759,,2124
OBJ7279029,28168789,Legmi fermenté  au bar,28168759,,2129
OBJ7279029,28168799,Boissons alcoolisées  au bar sans indications,28168759,,
OBJ7279029,28168809,TABAC ET NEFA,28168679,,2211
OBJ7279029,28168819,Paquet de cigarette,28168809,,2212
OBJ7279029,28168829,Cigarette (en détail),28168809,,2213
OBJ7279029,28168839,Autre tabac (cigare…),28168809,,2214
OBJ7279029,28168849,Nefa,28168809,,2215
OBJ7279029,28168859,"Maâssel, chicha",28168809,,2219
OBJ7279029,28168869,"Accessoires (pipe, étui à cigarettes, filtre, briquet, chicha, cendrier…)",28168809,,
OBJ7279029,28168879,"HABILLEMENT, ARTICLES CHAUSSURES ET EFFETS PERSONNELS",,,
