source_id,source_name,dimension_id,dimension_name,element_key,element_name
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526029,Caprins
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526039,Nord
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526049,Centre
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526059,Sud
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27679189,Total
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27679199,Nord
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27679219,Centre
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27679209,Sud
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525929,Total du cheptel porcin
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526069,Elevage de volailles
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526079,"Poules, race pondeuse (poussins destinés à la ponte)"
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526089,"Poules, coqs, poulets, race chair (poussins pour l’engraissement)"
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526099,Production et utilisation du lait à la ferme
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526109,Vache
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526119,Brebis
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526139,Production totale du viande par type
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526149,Bovins
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526159,Ovins
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526169,Caprins
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526179,Porcs
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526189,Volailles
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27526199,Poulets de chair
